name,author,summary,doi,citation,apa_citation,language,release_date,docs,tutorials,license,stars,source,Category,Citation_Count,readme_has_tags
MetaAnalysisP,pipeuser,关注统计方法，宏基因组下游分析的流程,NA,NA,NA,NA,2018-09-05T08:17:38Z,https://github.com/pipeuser/MetaAnalysisP,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
Viral_Classification_in_Metagenomics,Strong-Lab,This repository contains the data and scripts used in Simulation Study of Viral Contiguous Sequence Identification Tools,NA,NA,NA,Jupyter Notebook,2020-11-28T16:37:23Z,https://github.com/Strong-Lab/Viral_Classification_in_Metagenomics,NA,NA,1,GitHub,Sequence Analysis,NA,TRUE
Metagenomics-16SRNA-Qiime2,saifeldeen-bio,"Qiime 2, an advanced bioinformatics platform, specializes in analyzing metagenomic data. With a modular plugin architecture, integrated workflows, and visualization tools, Qiime 2 facilitates reproducible and transparent analyses, supporting both command-line and GUI interactions.",NA,NA,NA,Shell,2023-11-25T21:20:29Z,https://github.com/saifeldeen-bio/Metagenomics-16SRNA-Qiime2,NA,NA,1,GitHub,Visualization Tools,NA,TRUE
erie,aomlomics,Study of cyanobacterial harmful algal blooms in Lake Erie using autonomous sampling and DNA sequencing,NA,NA,NA,HTML,2020-05-18T20:40:47Z,https://github.com/aomlomics/erie,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
ML-in-Omics,AlirezaT99,Machine Learning in Omics: Integration of Metagenomics and Metabolomics.,NA,NA,NA,Jupyter Notebook,2024-04-03T17:07:52Z,https://github.com/AlirezaT99/ML-in-Omics,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
YC.Bio,YaccConstructor,Tools for metagenomic assembly processing.,NA,NA,NA,F#,2017-03-09T12:04:30Z,https://github.com/YaccConstructor/YC.Bio,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
MBDP_Metagenomics_2022,MBDP-bioinformatics-courses,Course  repository for MBDP metagenomics course 2022,NA,NA,NA,Shell,2022-10-19T09:02:44Z,https://github.com/MBDP-bioinformatics-courses/MBDP_Metagenomics_2022,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
metagenomicspipeline,barbarahelena,shotgun metagenomics pipeline to obtain relative abundances and pathway abundances,NA,NA,NA,Nextflow,2024-01-27T11:46:21Z,https://github.com/barbarahelena/metagenomicspipeline,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
centriflaken,CFSAN-Biostatistics,centriflaken ,NA,NA,NA,Nextflow,2025-06-04T20:17:38Z,https://github.com/CFSAN-Biostatistics/centriflaken,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
amdirt,SPAAM-community,AncientMetagenomeDir Toolkit,NA,NA,NA,Python,2020-07-29T11:37:10Z,https://github.com/SPAAM-community/amdirt,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
VirBiCla,AstraBert,A novel ML-based binary classifier to tell viral and non-viral long reads apart in metagenomic samples.,NA,NA,NA,Python,2024-03-17T19:52:05Z,https://github.com/AstraBert/VirBiCla,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
LongBioinformatics,longg2,Scripts used by George S. Long,NA,NA,NA,Shell,2022-03-31T21:45:15Z,https://github.com/longg2/LongBioinformatics,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
brave,pybrave,BRAVE:Bioinformatics Reactive Analysis and Visualization Engine 现代化的生信分析工具,NA,NA,NA,Python,2025-06-23T06:07:09Z,https://github.com/pybrave/brave,NA,NA,1,GitHub,Visualization Tools,NA,TRUE
metagenomics-vs-totalRNASeq-reference-comparison,hempelc,A repo for my second PhD chapter,NA,NA,NA,Python,2022-07-05T19:17:57Z,https://github.com/hempelc/metagenomics-vs-totalRNASeq-reference-comparison,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
study_and_papers_for_metagenomics_using_DL,zhaorui-bi,Study and Paper Reading about Metagenomics using Deep Learning,NA,NA,NA,Jupyter Notebook,2024-12-22T02:14:24Z,https://github.com/zhaorui-bi/study_and_papers_for_metagenomics_using_DL,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
metagear-pipeline,schirmer-lab,MetaGEAR: Metagenomic Exploration and Research,NA,NA,NA,Nextflow,2024-10-31T12:56:46Z,https://github.com/schirmer-lab/metagear-pipeline,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
unicorn,GeoGenetics,Tool repositiory for bam files,NA,NA,NA,C,2024-07-04T11:02:49Z,https://github.com/GeoGenetics/unicorn,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
ACE-2021,niaid,African Centers of Excellence (ACE) Training for 2021,NA,NA,NA,NA,2020-12-11T16:34:21Z,https://github.com/niaid/ACE-2021,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
MetEOr,jacgonisa,"Pipeline developed during my MSc thesis: ""Detection of Metagenomic Enzyme Variants of Biotechnological and Ecological Interest: The Case of Plastic-Degrading Enzymes""",NA,NA,NA,Python,2024-03-09T14:43:31Z,https://github.com/jacgonisa/MetEOr,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
metagenomics_snakemake,pablorr24,Snakemake-based pipeline for metagenomics classification. Currently support short-reads Illumina Sequences and long-reads ONT Sequences.,NA,NA,NA,HTML,2024-05-02T18:01:43Z,https://github.com/pablorr24/metagenomics_snakemake,NA,NA,1,GitHub,Sequence Analysis,NA,TRUE
Mimic,collaborativebioinformatics,Generates simulated ONT metegenomic samples based off existing microbiome sample abundances,NA,NA,NA,Python,2024-08-27T15:08:03Z,https://github.com/collaborativebioinformatics/Mimic,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
Metagenomica,Tec-BASE-Laboratory,En este repositorio se presenta un código de R para poder hacer un análisis de datos Metagenómicos a partir de datos arrojados por un análisis taxonómico del programa KRAKEN 2,NA,NA,NA,R,2023-02-15T21:58:35Z,https://github.com/Tec-BASE-Laboratory/Metagenomica,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
AI-MetaGen,Mufle123,Application of Machine Learning in Metagenomics,NA,NA,NA,Jupyter Notebook,2024-01-22T13:28:03Z,https://github.com/Mufle123/AI-MetaGen,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
AlleleFlux,MoellerLabPU,AlleleFlux: A tool to identify genomic targets of natural selection in bacterial communities,NA,NA,NA,Python,2024-10-11T19:40:56Z,https://github.com/MoellerLabPU/AlleleFlux,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
SharkBay_archaea,raw937,NA,NA,NA,NA,R,2019-01-24T06:15:57Z,https://github.com/raw937/SharkBay_archaea,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
Malaspina_Euk_mTags,aleixop,"Code and data included in Obiol et al. (2020), ""A metagenomic assessment of microbial eukaryotic diversity in the global ocean""",NA,NA,NA,R,2020-01-27T14:26:48Z,https://github.com/aleixop/Malaspina_Euk_mTags,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
pAss,etheleon,Diversity Indexing of Complex Microbial Communities,NA,NA,NA,Perl,2014-12-17T09:16:40Z,https://github.com/etheleon/pAss,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
amrplusplus,cdeanj,A high-throughput analysis pipeline to identify and characterize resistance genes from metagenomic sequence data,NA,NA,NA,Groovy,2017-07-27T22:17:26Z,https://github.com/cdeanj/amrplusplus,NA,NA,1,GitHub,Sequence Analysis,NA,TRUE
strainflow,barbarahelena,StrainPhlAn pipeline for strainsharing,NA,NA,NA,Nextflow,2024-03-28T14:06:18Z,https://github.com/barbarahelena/strainflow,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
Malaspina_HF,aleixop,"Code and data included in ""Oceanic heterotrophic flagellates are dominated by a few widespread taxa""",NA,NA,NA,R,2020-12-22T09:57:46Z,https://github.com/aleixop/Malaspina_HF,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
Protein_Structure_Prediction,mvictoriabuss,Repository with scripts and data generated during my internship at Institut Pasteur of Paris,NA,NA,NA,Python,2022-08-03T13:24:52Z,https://github.com/mvictoriabuss/Protein_Structure_Prediction,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
HFD-NR_microbiome,val92loz,This repository provides the scripts used to analyze the metagenomics data from the paper Nicotinamide Riboside-Conditioned Microbiota Deflects High-Fat Diet-Induced Weight Gain in Mice. ,NA,NA,NA,Python,2021-08-17T18:50:13Z,https://github.com/val92loz/HFD-NR_microbiome,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
MetaG,kaymers,MetaG is a comprehensive metagenomic  visualization tool. MetaG displays lower dimensional representations of high throughput metagenomic sequence reads using deep-learning techniques. MetaG will provide additional taxonomic details of the composition of a given metagenome using its pipeline based on BLAST.,NA,NA,NA,Python,2020-08-26T08:02:49Z,https://github.com/kaymers/MetaG,NA,NA,1,GitHub,Visualization Tools,NA,TRUE
MetaTaxonomyPlot,RafaPe,Script to generate taxonomy plot from metagenomic samples,NA,NA,NA,R,2023-10-31T05:13:35Z,https://github.com/RafaPe/MetaTaxonomyPlot,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
MetamapsDB,etheleon,Structured Queries and analyses used with MetamapsDB,NA,NA,NA,R,2014-11-14T07:43:36Z,https://github.com/etheleon/MetamapsDB,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
sequence-classification,biowdl,A workflow for processing metagenomics data sets using Centrifuge. Category:Single-Sample,NA,NA,NA,wdl,2020-01-08T10:13:10Z,https://github.com/biowdl/sequence-classification,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
env-metagenomics-analysis,poudelmohit,Scripts for analyzing 16S-illumina reads (metagenomic data) from environmental samples,NA,NA,NA,HTML,2024-12-31T20:51:48Z,https://github.com/poudelmohit/env-metagenomics-analysis,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
metagenomics-organization,carpentries-lab,Project Organization and Management for Metagenomics,"10.5281/zenodo.8306876
me",NA,NA,Python,2021-03-20T23:41:47Z,https://github.com/carpentries-lab/metagenomics-organization,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
gtnet,lbl-cbg,The Genome Taxonomy Network for assigning microbial taxonomy to DNA sequences,NA,NA,NA,Python,2021-08-04T01:09:51Z,https://github.com/lbl-cbg/gtnet,NA,NA,1,GitHub,Sequence Analysis,NA,TRUE
strobefilter,luispedro,Benchmarking pre-filtering large databases before short-read mapping,NA,NA,NA,Python,2024-02-22T00:15:10Z,https://github.com/luispedro/strobefilter,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
eden,philippmuench,EDEN: evolutionary dynamics within environments,NA,NA,NA,Python,2017-01-19T14:36:26Z,https://github.com/philippmuench/eden,NA,NA,1,GitHub,Phylogenetic and evolutionary analysis,NA,TRUE
holofood-database,EBI-Metagenomics,HoloFood is a project investigating sustainable food production through hologenomics. This Django app is the data portal where samples and other datasets from the project are made publicly available.,NA,NA,NA,Python,2022-03-30T17:35:29Z,https://github.com/EBI-Metagenomics/holofood-database,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
nf-mag-depths,digenoma-lab,A nextflow pipeline to calculate depth of coverage from a metagenomic set of bins,NA,NA,NA,Nextflow,2023-10-24T13:55:40Z,https://github.com/digenoma-lab/nf-mag-depths,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
SCaMP,jamesabbott,Scalable Metagenomics Pipeline: Metagenome analysis including full metagenome assembly,NA,NA,NA,Perl,2017-10-23T07:38:38Z,https://github.com/jamesabbott/SCaMP,NA,NA,1,GitHub,Metagenomics and community analysis,NA,TRUE
PMtools,philippmuench,Helper function for comparative genomics and metagenomics,NA,NA,NA,R,2019-06-19T10:06:27Z,https://github.com/philippmuench/PMtools,NA,NA,1,GitHub,Comparative genomics,NA,TRUE
RECAST,ctlab,RECAST (Recipient intestinE Colonisation AnalysiS Tool),NA,NA,NA,Shell,2019-04-19T12:07:55Z,https://github.com/ctlab/RECAST,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
io-gut-health,Zymo-Research,a Gut Scoring pipeline,NA,NA,NA,Python,2025-05-12T01:22:58Z,https://github.com/Zymo-Research/io-gut-health,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
nowayout,CFSAN-Biostatistics,nowayout is a super-fast automated software pipeline for taxonomic classification of Eukaryotic mitochondrial reads.,NA,NA,NA,Nextflow,2025-07-17T17:59:47Z,https://github.com/CFSAN-Biostatistics/nowayout,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
group_12_project,rforbiodatascience21,"Repository for the Exam project of group 12 in the course ""R for bio datascience"".",NA,NA,NA,R,2021-04-21T06:48:17Z,https://github.com/rforbiodatascience21/group_12_project,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
stelaro,Vincent-Therrien,Metagenomic toolbox / Outils de métagénomique,NA,NA,NA,Jupyter Notebook,2024-10-13T20:48:58Z,https://github.com/Vincent-Therrien/stelaro,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
OmicFlow,agusinac,A generalised data structure for fast and efficient loading and data munching of sparse omics data.,NA,NA,NA,R,2024-07-13T17:39:29Z,https://github.com/agusinac/OmicFlow,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
abundance-greedy-clustering,zhukovanadezhda,🦠💻Operational taxonomic units calculation with abundance greedy clustering🧬🔄 ,NA,NA,NA,Python,2024-10-09T21:16:06Z,https://github.com/zhukovanadezhda/abundance-greedy-clustering,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
combined-gene-caller,EBI-Metagenomics,MGnify combined gene caller tool,NA,NA,NA,Python,2023-08-12T21:51:01Z,https://github.com/EBI-Metagenomics/combined-gene-caller,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
metanextviro,navduhan,MetaNextViro: High-Throughput Virus Identification and Metagenomic Analysis Pipeline,NA,NA,NA,Nextflow,2025-01-21T03:58:32Z,https://github.com/navduhan/metanextviro,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
LTS-BiodiversityAnalysisCAO,NBISweden,Code repository for the support project P_Snoeijs-Leijonmalm_2205,NA,NA,NA,Python,2022-09-19T21:14:12Z,https://github.com/NBISweden/LTS-BiodiversityAnalysisCAO,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
baltic-sea-metagenome-dashboard,carlo-berg,R shiny app to analyze metagenomic data from the Baltic Sea and predict environmental parameters from own data via a random forest model.,NA,NA,NA,R,2016-12-16T09:59:35Z,https://github.com/carlo-berg/baltic-sea-metagenome-dashboard,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
coabundance,danlooo,Wrapper around several methods to assess co-abundant taxa in microbial datasets.,NA,NA,NA,R,2020-12-17T12:21:40Z,https://github.com/danlooo/coabundance,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
16S-rRNA-data-analysis,Antonionavarrorubira,16S rRNA sequencing data analysis of mice fed with pectin-based prebiotic fiber using both QIIME2 and R.,NA,NA,NA,R,2024-01-16T09:52:57Z,https://github.com/Antonionavarrorubira/16S-rRNA-data-analysis,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
gbtlite,kbseah,Visualize metagenomes in a web browser,NA,NA,NA,JavaScript,2016-12-08T20:37:31Z,https://github.com/kbseah/gbtlite,NA,NA,0,GitHub,Visualization Tools,NA,TRUE
internal-control,sschmutz,behavior of an internal control in metagenomic sequencing,NA,NA,NA,R,2018-12-16T17:02:38Z,https://github.com/sschmutz/internal-control,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
dragonfish,hermidalc,"A fast, efficient, and accurate functional and taxonomic meta-omic profiler built on Pufferfish and the ccdBG",NA,NA,NA,Python,2022-06-27T13:15:13Z,https://github.com/hermidalc/dragonfish,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
metagenome-pipeline,noriakis,Shotgun metagenomic sequences processing pipeline,NA,NA,NA,Ruby,2024-05-02T03:40:46Z,https://github.com/noriakis/metagenome-pipeline,NA,NA,0,GitHub,Sequence Analysis,NA,TRUE
bioinformatics-lab-course,jungsoh,"Material used for a bioinformatics computer lab course, covering DNA/RNA sequence assembly and analysis, phylogenetic analysis, gene functional annotation, and metagenomic analysis",NA,NA,NA,HTML,2022-01-15T06:35:34Z,https://github.com/jungsoh/bioinformatics-lab-course,NA,NA,0,GitHub,Sequence Analysis,NA,TRUE
floria_nextflow,ayoraind,This pipeline uses Floria for strain resolution. It also uses floria-strainer to strain out genomes from floria's output,NA,NA,NA,Python,2025-03-13T10:16:44Z,https://github.com/ayoraind/floria_nextflow,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
gorgon_smk,lupiochi,"This repository contains a Snakemake pipeline for comprehensive microbial analysis, including preprocessing, quantification, and reporting. The pipeline supports handling large datasets with tools like Kraken2, BWA, and Phyloseq, and is designed to be modular, scalable, and easy to use.",NA,NA,NA,Python,2024-08-23T11:38:09Z,https://github.com/lupiochi/gorgon_smk,NA,NA,0,GitHub,Sequence Analysis,NA,TRUE
updated_illumina_workflow,divprasad,"A Snakemake workflow for processing Illumina sequencing data, tested and validated on wastewater metagenomics.",NA,NA,NA,Python,2025-02-03T15:17:03Z,https://github.com/divprasad/updated_illumina_workflow,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
sedna,rec3141,SEDNA: Spherical Exploration of Diversity using Nucleic Acid sequences,NA,NA,NA,JavaScript,2017-02-23T09:05:08Z,https://github.com/rec3141/sedna,NA,NA,0,GitHub,Sequence Analysis,NA,TRUE
Metadbgwas,Louis-MG,Beginig of the expansion of DBGWAS to a metagenomic scale.,NA,NA,NA,JavaScript,2022-01-26T15:49:17Z,https://github.com/Louis-MG/Metadbgwas,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
mg-readfiltering,ebete,Mirror of the mg-readfiltering repository.,NA,NA,NA,Python,2019-09-20T08:11:17Z,https://github.com/ebete/mg-readfiltering,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
Krona_DataExtractor,gaenssle,Extract raw data from krona.html files and count the reads at each taxonomy level,NA,NA,NA,HTML,2023-05-23T19:14:56Z,https://github.com/gaenssle/Krona_DataExtractor,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
illumina-metagenomic-analysis-manual,LucvZon,This is a manual for viral metagenomic data analysis of Illumina short reads,NA,NA,NA,Python,2025-02-07T13:14:49Z,https://github.com/LucvZon/illumina-metagenomic-analysis-manual,NA,NA,0,GitHub,Metagenomics and community analysis,NA,TRUE
galaxy-NGSM,vebaev,:whale: Galaxy Docker repository for NGS Analysis (#2),NA,NA,NA,Dockerfile,2019-08-14T15:09:30Z,https://github.com/vebaev/galaxy-NGSM,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
Nardonella-NARMHE1-genome,LucPalmieri,Codes and list of programs used to generate the draft genome of Nardonella strain NARMHE1.,NA,NA,NA,Shell,2022-01-21T20:40:44Z,https://github.com/LucPalmieri/Nardonella-NARMHE1-genome,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
nanoARG,gaarangoa,antibiotic resistance profiling of nanopore reads,NA,NA,NA,HTML,2018-01-29T22:45:18Z,https://github.com/gaarangoa/nanoARG,NA,NA,0,GitHub,Specialized analysis,NA,TRUE
